TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2022,3,15,23,0,31XX ST GEORGE ST,Mount Pleasant,493170.8757,5455972.9131
Theft from Vehicle,2022,4,2,1,30,31XX W 11TH AVE,Kitsilano,487230.8785,5456635.3262
Theft from Vehicle,2022,2,3,0,0,31XX W 12TH AVE,Kitsilano,487272.0462,5456544.1195
Theft from Vehicle,2022,2,23,13,47,32XX DIEPPE DR,Renfrew-Collingwood,498139.6766,5455874.3148
Theft from Vehicle,2022,2,20,16,30,32XX DUMFRIES ST,Kensington-Cedar Cottage,494703.7362,5455963.158
Theft from Vehicle,2022,1,10,9,0,32XX E 14TH AVE,Renfrew-Collingwood,497346.2747,5456048.5192
Theft from Vehicle,2022,1,27,20,0,32XX E 14TH AVE,Renfrew-Collingwood,497477.8061,5456048.9465
Theft from Vehicle,2022,1,13,20,30,32XX E 16TH AVE,Renfrew-Collingwood,497516.1372,5455862.3946
Theft from Vehicle,2022,4,2,22,0,32XX E 20TH AVE,Renfrew-Collingwood,497362.0594,5455511.7091
Theft from Vehicle,2022,1,17,21,0,32XX E 27TH AVE,Renfrew-Collingwood,497337.5369,5454827.5751
Theft from Vehicle,2022,2,7,11,40,32XX E 54TH AVE,Killarney,497159.7814,5451926.6142
Theft from Vehicle,2022,2,12,0,0,32XX E 58TH AVE,Killarney,497288.2555,5451605.1817
Theft from Vehicle,2022,2,7,21,0,32XX E 5TH AVE,Hastings-Sunrise,497478.0924,5456985.2566
Theft from Vehicle,2022,2,3,21,0,32XX E GEORGIA ST,Hastings-Sunrise,497396.1624,5458386.7774
Theft from Vehicle,2022,3,20,22,30,32XX MATAPAN CRES,Renfrew-Collingwood,497811.3439,5456038.7637
Theft from Vehicle,2022,1,1,23,30,32XX MATAPAN CRES,Renfrew-Collingwood,497826.1373,5456050.6762
Theft from Vehicle,2022,2,23,11,30,32XX TUPPER ST,South Cambie,491563.3227,5455995.5456
Theft from Vehicle,2022,1,25,18,0,32XX W 35TH AVE,Dunbar-Southlands,487135.7927,5454196.173
Theft from Vehicle,2022,1,3,12,0,33XX ADANAC ST,Hastings-Sunrise,497561.816,5458294.769
Theft from Vehicle,2022,1,17,2,20,33XX AUSTREY AVE,Renfrew-Collingwood,497424.8891,5453916.9979
Theft from Vehicle,2022,3,31,3,40,33XX CHERRY ST,Renfrew-Collingwood,497590.7757,5453556.2818
Theft from Vehicle,2022,3,3,15,0,33XX CHURCH ST,Renfrew-Collingwood,497446.7499,5453546.5762
Theft from Vehicle,2022,2,17,17,0,33XX E 24TH AVE,Renfrew-Collingwood,497544.9514,5455106.8281
Theft from Vehicle,2022,1,6,0,0,33XX E 27TH AVE,Renfrew-Collingwood,497653.9198,5454823.7081
Theft from Vehicle,2022,1,23,23,0,33XX E 29TH AVE,Renfrew-Collingwood,497711.3167,5454640.6028
Theft from Vehicle,2022,1,2,19,0,33XX FINDLAY ST,Kensington-Cedar Cottage,495058.8016,5455790.0363
Theft from Vehicle,2022,3,3,20,0,33XX OAK ST,Shaughnessy,490733.4782,5455870.1841
Theft from Vehicle,2022,3,11,8,3,33XX VICTORIA DR,Kensington-Cedar Cottage,495192.0937,5455770.7776
Theft from Vehicle,2022,2,3,23,0,33XX W 39TH AVE,Dunbar-Southlands,486961.4963,5453747.5925
Theft from Vehicle,2022,2,14,1,0,33XX W 41ST AVE,Dunbar-Southlands,486959.7175,5453564.4565
Theft from Vehicle,2022,1,11,5,0,33XX W 4TH AVE,Kitsilano,486973.1601,5457327.1505
Theft from Vehicle,2022,3,24,22,0,33XX WILLIAM ST,Hastings-Sunrise,497605.4537,5457935.1946
Theft from Vehicle,2022,2,21,0,0,33XX WORTHINGTON DR,Renfrew-Collingwood,497636.8141,5455849.9657
Theft from Vehicle,2022,2,21,0,0,33XX WORTHINGTON DR,Renfrew-Collingwood,497641.6495,5455770.9517
Theft from Vehicle,2022,2,20,21,0,34XX ANZIO DR,Renfrew-Collingwood,497754.6027,5455509.8997
Theft from Vehicle,2022,3,15,20,11,34XX ANZIO DR,Renfrew-Collingwood,497823.9967,5455471.1881
Theft from Vehicle,2022,3,7,19,30,34XX ASCOT PL,Renfrew-Collingwood,497668.3163,5454029.8905
Theft from Vehicle,2022,3,6,12,0,34XX E 25TH AVE,Renfrew-Collingwood,497914.2439,5455018.1772
Theft from Vehicle,2022,2,23,17,0,34XX E 28TH AVE,Renfrew-Collingwood,497819.399,5454735.9747
Theft from Vehicle,2022,1,17,18,7,34XX E 45TH AVE,Killarney,497663.099,5452935.2687
Theft from Vehicle,2022,1,5,23,30,34XX E GEORGIA ST,Hastings-Sunrise,497929.1366,5458393.7923
Theft from Vehicle,2022,3,21,0,0,34XX FALAISE AVE,Renfrew-Collingwood,497809.9178,5455809.1479
Theft from Vehicle,2022,1,11,5,24,34XX FLEMING ST,Kensington-Cedar Cottage,494804.9208,5455729.8544
Theft from Vehicle,2022,3,19,11,30,34XX KINGSWAY AVE,Killarney,497777.3234,5453239.7114
Theft from Vehicle,2022,2,11,18,0,34XX LYNMOOR PL,Killarney,497827.4454,5450834.4
Theft from Vehicle,2022,2,20,15,0,34XX MONS DR,Renfrew-Collingwood,497744.434,5455507.1139
Theft from Vehicle,2022,2,12,0,0,34XX OXFORD ST,Hastings-Sunrise,497799.5751,5459218.955
Theft from Vehicle,2022,1,24,20,0,34XX W 23RD AVE,Dunbar-Southlands,486878.5922,5455482.3769
Theft from Vehicle,2022,1,15,2,0,34XX W 29TH AVE,Dunbar-Southlands,486848.0146,5454831.8824
Theft from Vehicle,2022,2,5,21,0,34XX W 8TH AVE,Kitsilano,486910.4733,5456942.4401
Theft from Vehicle,2022,1,16,0,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497868.2363,5455689.0971
Theft from Vehicle,2022,3,14,1,23,35XX COPLEY ST,Kensington-Cedar Cottage,495748.6024,5455228.0436
Theft from Vehicle,2022,1,28,6,0,35XX E 23RD AVE,Renfrew-Collingwood,497957.284,5455217.9602
Theft from Vehicle,2022,2,22,15,31,35XX E 26TH AVE,Renfrew-Collingwood,497987.3788,5454915.0278
Theft from Vehicle,2022,1,22,22,0,35XX E 47TH AVE,Killarney,498003.0958,5452627.6997
Theft from Vehicle,2022,2,20,18,0,35XX E 48TH AVE,Killarney,497867.4613,5452490.3147
Theft from Vehicle,2022,2,24,17,40,35XX FLEMING ST,Kensington-Cedar Cottage,494804.5295,5455556.6401
Theft from Vehicle,2022,1,1,12,0,35XX FLEMING ST,Kensington-Cedar Cottage,494804.701,5455632.543
Theft from Vehicle,2022,1,16,22,0,35XX HAIDA DR,Renfrew-Collingwood,498019.3217,5455718.6332
Theft from Vehicle,2022,1,4,12,30,35XX KINGSWAY AVE,Killarney,497990.7407,5453255.6898
Theft from Vehicle,2022,1,23,0,30,35XX LOUGHEED HWY,Renfrew-Collingwood,497996.6185,5456806.193
Theft from Vehicle,2022,3,9,16,30,35XX NAPLES WAY,Killarney,497881.0584,5450665.04
Theft from Vehicle,2022,1,22,23,0,35XX OAK ST,Shaughnessy,490727.8558,5455684.1461
Theft from Vehicle,2022,1,29,3,16,35XX OXFORD ST,Hastings-Sunrise,498052.686,5459218.5218
Theft from Vehicle,2022,2,24,10,36,35XX SAWMILL CRES,Killarney,497745.9298,5450339.5064
Theft from Vehicle,2022,4,5,2,20,35XX SAWMILL CRES,Killarney,497848.1666,5450326.7056
Theft from Vehicle,2022,3,23,14,20,35XX TURNER ST,Hastings-Sunrise,498007.722,5458483.9071
Theft from Vehicle,2022,2,1,13,0,35XX W 40TH AVE,Dunbar-Southlands,486741.7409,5453668.7225
Theft from Vehicle,2022,1,6,20,0,36XX CROWLEY DR,Renfrew-Collingwood,498027.7236,5453589.434
Theft from Vehicle,2022,2,16,4,40,36XX E 27TH AVE,Renfrew-Collingwood,498095.9594,5454819.632
Theft from Vehicle,2022,3,20,20,0,36XX E 27TH AVE,Renfrew-Collingwood,498159.6762,5454828.4096
Theft from Vehicle,2022,1,20,13,0,36XX E 29TH AVE,Renfrew-Collingwood,498169.4542,5454637.1367
Theft from Vehicle,2022,1,14,19,52,36XX FRANKLIN ST,Hastings-Sunrise,498135.0207,5458806.7648
Theft from Vehicle,2022,3,31,5,0,36XX KINGSWAY AVE,Renfrew-Collingwood,498229.2902,5453280.3118
Theft from Vehicle,2022,1,29,17,39,36XX LILLOOET ST,Renfrew-Collingwood,497159.283,5455450.4048
Theft from Vehicle,2022,2,5,19,0,36XX SKANA DR,Killarney,498170.3136,5450686.3304
Theft from Vehicle,2022,3,17,22,0,36XX ST CATHERINES ST,Kensington-Cedar Cottage,493765.7613,5455478.5131
Theft from Vehicle,2022,4,5,1,0,36XX TRIUMPH ST,Hastings-Sunrise,498179.3475,5459017.9368
Theft from Vehicle,2022,2,15,16,0,36XX VANNESS AVE,Renfrew-Collingwood,498061.9393,5453668.6428
Theft from Vehicle,2022,2,25,22,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.4946,5455578.0799
Theft from Vehicle,2022,3,12,12,0,37XX COMMERCIAL ST,Kensington-Cedar Cottage,495050.3382,5455437.2525
Theft from Vehicle,2022,1,17,18,0,37XX EAST BLVD,Shaughnessy,488898.2746,5455559.1556
Theft from Vehicle,2022,1,23,0,0,37XX FLEMING ST,Kensington-Cedar Cottage,494766.5045,5455431.0015
Theft from Vehicle,2022,1,9,21,0,37XX HUDSON ST,Shaughnessy,490209.2098,5455519.207
Theft from Vehicle,2022,3,28,23,45,37XX KNIGHT ST,Kensington-Cedar Cottage,494478.64,5455392.8496
Theft from Vehicle,2022,4,4,1,0,37XX W 2ND AVE,West Point Grey,486435.1658,5457538.2467
Theft from Vehicle,2022,2,11,16,30,37XX W 30TH AVE,Dunbar-Southlands,486411.9877,5454729.655
Theft from Vehicle,2022,1,1,0,0,37XX W 38TH AVE,Dunbar-Southlands,486391.3693,5453889.1634
Theft from Vehicle,2022,1,23,21,0,38XX BOUNDARY RD,Renfrew-Collingwood,498264.289,5455297.1744
Theft from Vehicle,2022,2,2,12,0,38XX MAIN ST,Riley Park,492653.673,5455291.6828
Theft from Vehicle,2022,2,17,18,30,38XX MAIN ST,Riley Park,492653.673,5455291.6828
Theft from Vehicle,2022,2,2,3,0,38XX NANAIMO ST,Renfrew-Collingwood,495884.2375,5455234.5647
Theft from Vehicle,2022,3,7,0,0,38XX OAK ST,Shaughnessy,490719.3725,5455409.4491
Theft from Vehicle,2022,2,13,23,0,38XX PUGET DR,Arbutus Ridge,487365.7079,5455603.8204
Theft from Vehicle,2022,2,14,4,26,38XX VICTORIA DR,Kensington-Cedar Cottage,495264.1444,5455343.4034
Theft from Vehicle,2022,3,26,21,0,38XX W 10TH AVE,West Point Grey,486142.8234,5456769.5024
Theft from Vehicle,2022,3,16,21,0,38XX W 3RD AVE,West Point Grey,486165.3538,5457445.7268
Theft from Vehicle,2022,1,31,7,30,39XX PERRY ST,Kensington-Cedar Cottage,494828.8743,5455223.6401
Theft from Vehicle,2022,2,26,18,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Theft from Vehicle,2022,1,3,18,0,39XX QUESNEL DR,Dunbar-Southlands,487357.8235,5455448.4236
Theft from Vehicle,2022,3,17,21,0,39XX W 17TH AVE,Dunbar-Southlands,486111.0653,5456087.7985
Theft from Vehicle,2022,3,23,23,0,39XX W 30TH AVE,Dunbar-Southlands,486045.9833,5454741.5635
Theft from Vehicle,2022,2,17,20,15,3X DIEPPE PL,Renfrew-Collingwood,498087.9775,5456000.7724
Theft from Vehicle,2022,3,2,17,30,3X E 63RD AVE,Sunset,492305.1937,5451178.7796
Theft from Vehicle,2022,2,12,2,30,3X PEVERIL AVE,Riley Park,492251.6381,5454742.1966
Theft from Vehicle,2022,3,19,18,0,3X SMITHE ST,Central Business District,491788.5806,5458015.9836
Theft from Vehicle,2022,3,20,16,20,3XX ABBOTT ST,Central Business District,492211.6404,5458821.3339
Theft from Vehicle,2022,1,15,22,0,3XX ABBOTT ST,Central Business District,492230.7233,5458888.4988
Theft from Vehicle,2022,1,10,22,0,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2022,3,26,7,30,3XX ABBOTT ST,Central Business District,492237.1355,5458911.0666
Theft from Vehicle,2022,2,26,21,0,3XX ALEXANDER ST,Strathcona,492911.7825,5459043.314
Theft from Vehicle,2022,2,22,17,30,3XX COLUMBIA ST,Central Business District,492560.6997,5458845.2497
Theft from Vehicle,2022,3,25,23,0,3XX COLUMBIA ST,Central Business District,492560.6997,5458845.2497
Theft from Vehicle,2022,2,5,22,59,3XX COLUMBIA ST,Central Business District,492569.7916,5458843.2657
Theft from Vehicle,2022,1,12,10,0,3XX DUNSMUIR ST,Central Business District,491797.8691,5458736.3249
Theft from Vehicle,2022,1,28,14,30,3XX DUNSMUIR ST,Central Business District,491797.8691,5458736.3249
Theft from Vehicle,2022,3,28,22,0,3XX E 11TH AVE,Mount Pleasant,492916.2222,5456487.0574
Theft from Vehicle,2022,3,5,20,0,3XX E 15TH AVE,Mount Pleasant,492921.1493,5456085.555
Theft from Vehicle,2022,1,8,12,0,3XX E 1ST AVE,Mount Pleasant,493020.6131,5457196.8617
Theft from Vehicle,2022,1,24,9,0,3XX E 20TH AVE,Riley Park,492834.3464,5455575.5851
Theft from Vehicle,2022,1,7,21,30,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2022,1,20,18,45,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2022,2,27,20,0,3XX E 2ND AVE,Mount Pleasant,492950.7298,5457144.4702
Theft from Vehicle,2022,1,3,13,0,3XX E 2ND AVE,Mount Pleasant,493006.7354,5457097.9137
Theft from Vehicle,2022,3,10,16,0,3XX E 38TH AVE,Riley Park,492863.859,5453729.964
Theft from Vehicle,2022,2,12,14,0,3XX E 38TH AVE,Riley Park,492895.7714,5453719.8439
Theft from Vehicle,2022,1,2,16,15,3XX E 39TH AVE,Riley Park,492783.1641,5453631.286
Theft from Vehicle,2022,3,23,19,29,3XX E 50TH AVE,Sunset,492763.2188,5452432.2238
Theft from Vehicle,2022,3,8,2,0,3XX E 55TH AVE,Sunset,492793.9271,5451931.9874
Theft from Vehicle,2022,3,8,23,0,3XX E 62ND AVE,Sunset,492721.6197,5451281.643
Theft from Vehicle,2022,3,23,3,0,3XX E 6TH AVE,Mount Pleasant,492932.0738,5456963.7004
Theft from Vehicle,2022,3,11,21,0,3XX E 6TH AVE,Mount Pleasant,493021.1553,5456970.1792
Theft from Vehicle,2022,2,3,15,15,3XX E BROADWAY AVE,Mount Pleasant,492922.8405,5456679.1406
Theft from Vehicle,2022,1,4,22,0,3XX E PENDER ST,Strathcona,492932.3691,5458628.9696
Theft from Vehicle,2022,1,20,20,30,3XX E WOODSTOCK AVE,Riley Park,492772.9542,5453419.3665
Theft from Vehicle,2022,3,10,23,0,3XX E WOODSTOCK AVE,Riley Park,492913.9842,5453426.5833
Theft from Vehicle,2022,3,21,16,37,3XX GORE AVE,Strathcona,492906.9601,5458836.6757
Theft from Vehicle,2022,3,13,7,23,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
Theft from Vehicle,2022,3,17,13,33,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
Theft from Vehicle,2022,2,8,16,30,3XX HEATLEY AVE,Strathcona,493494.8436,5458785.9267
Theft from Vehicle,2022,2,20,17,0,3XX HOMER ST,Central Business District,491963.2707,5458993.3344
Theft from Vehicle,2022,1,28,18,30,3XX HOWE ST,Central Business District,491686.3105,5459284.877
Theft from Vehicle,2022,2,17,4,0,3XX KEEFER ST,Strathcona,492933.5402,5458519.9661
Theft from Vehicle,2022,2,9,16,0,3XX KEEFER ST,Strathcona,492944.466,5458519.6381
Theft from Vehicle,2022,2,9,7,0,3XX MCLEAN DR,Grandview-Woodland,494615.934,5458831.6664
Theft from Vehicle,2022,3,9,10,49,3XX RAILWAY ST,Strathcona,492893.5695,5459064.228
Theft from Vehicle,2022,1,9,21,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Theft from Vehicle,2022,1,27,20,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Theft from Vehicle,2022,2,18,19,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Theft from Vehicle,2022,1,7,11,51,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.9711
Theft from Vehicle,2022,3,11,23,25,3XX TERMINAL AVE,Strathcona,492994.8317,5457706.9711
Theft from Vehicle,2022,3,4,13,0,3XX TERMINAL AVE,Strathcona,493000.1651,5457727.5737
Theft from Vehicle,2022,3,9,11,15,3XX TERMINAL AVE,Strathcona,493000.1651,5457727.5737
Theft from Vehicle,2022,4,6,6,0,3XX VERNON DR,Strathcona,494240.5976,5458836.5471
Theft from Vehicle,2022,2,25,18,0,3XX VICTORIA DR,Grandview-Woodland,495236.1972,5458798.3993
Theft from Vehicle,2022,1,8,21,0,3XX W 13TH AVE,Mount Pleasant,491787.0581,5456303.6884
Theft from Vehicle,2022,2,26,22,0,3XX W 13TH AVE,Mount Pleasant,491794.9813,5456294.2817
Theft from Vehicle,2022,3,6,23,0,3XX W 13TH AVE,Mount Pleasant,491912.8093,5456290.4483
Theft from Vehicle,2022,1,23,16,0,3XX W 14TH AVE,Mount Pleasant,491889.0575,5456223.4455
Theft from Vehicle,2022,3,7,0,0,3XX W 39TH AVE,Riley Park,491816.518,5453646.7245
Theft from Vehicle,2022,2,7,17,40,3XX W 5TH AVE,Mount Pleasant,491934.0581,5457094.6709
Theft from Vehicle,2022,3,12,15,20,3XX W BROADWAY AVE,Mount Pleasant,491909.5999,5456710.9745
Theft from Vehicle,2022,3,1,14,45,3XX W CORDOVA ST,Central Business District,492055.5429,5458981.5747
Theft from Vehicle,2022,3,22,3,0,3XX W PENDER ST,Central Business District,491891.2899,5458857.7142
Theft from Vehicle,2022,2,15,23,15,40XX CAMBIE ST,South Cambie,491598.5258,5455188.0781
Theft from Vehicle,2022,2,23,9,0,40XX CAMBIE ST,Riley Park,491607.5671,5455182.6371
Theft from Vehicle,2022,1,16,12,30,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9578,5455120.9598
Theft from Vehicle,2022,1,17,10,0,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9578,5455120.9598
Theft from Vehicle,2022,3,4,14,0,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9578,5455120.9598
Theft from Vehicle,2022,4,3,18,0,40XX MILLER ST,Kensington-Cedar Cottage,495002.0755,5455083.2538
Theft from Vehicle,2022,2,24,2,9,40XX W 33RD AVE,Dunbar-Southlands,485896.3643,5454428.1477
Theft from Vehicle,2022,1,11,22,0,40XX W 36TH AVE,Dunbar-Southlands,485802.2778,5454102.0318
Theft from Vehicle,2022,3,17,12,0,40XX WELWYN ST,Kensington-Cedar Cottage,494917.6436,5455179.8537
Theft from Vehicle,2022,3,19,22,0,41XX ST CATHERINES ST,Kensington-Cedar Cottage,493758.7152,5455010.8217
Theft from Vehicle,2022,1,25,13,0,41XX VINE ST,Arbutus Ridge,488601.2569,5455179.3783
Theft from Vehicle,2022,1,6,1,0,42XX MILLER ST,Kensington-Cedar Cottage,495010.7235,5454978.494
Theft from Vehicle,2022,2,9,0,0,42XX PERRY ST,Kensington-Cedar Cottage,494815.9018,5455026.8368
Theft from Vehicle,2022,3,6,17,0,42XX ST CATHERINES ST,Kensington-Cedar Cottage,493759.3698,5454971.1317
Theft from Vehicle,2022,3,18,0,0,42XX WELWYN ST,Kensington-Cedar Cottage,494913.8194,5454950.2406
Theft from Vehicle,2022,2,11,23,0,43XX CAMBIE ST,South Cambie,491572.2448,5454836.9748
Theft from Vehicle,2022,3,16,4,15,43XX CARTIER ST,Shaughnessy,490049.1545,5454935.617
Theft from Vehicle,2022,2,5,12,0,43XX MILLER ST,Kensington-Cedar Cottage,494981.0116,5454910.7733
Theft from Vehicle,2022,3,25,21,0,43XX W 10TH AVE,West Point Grey,485094.0424,5456794.3865
Theft from Vehicle,2022,1,4,0,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Theft from Vehicle,2022,3,13,19,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Theft from Vehicle,2022,3,13,20,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Theft from Vehicle,2022,3,14,7,15,43XX W 11TH AVE,West Point Grey,485143.0613,5456698.1095
Theft from Vehicle,2022,2,16,23,0,44XX GLADSTONE ST,Kensington-Cedar Cottage,495605.2899,5454774.3584
Theft from Vehicle,2022,3,19,3,0,44XX SOPHIA ST,Riley Park,492819.174,5454749.5045
Theft from Vehicle,2022,3,10,10,50,44XX W 11TH AVE,West Point Grey,484941.6255,5456694.938
Theft from Vehicle,2022,3,31,10,26,45XX CLANCY LORANGER WAY,Riley Park,492084.5342,5454489.2664
Theft from Vehicle,2022,1,25,4,4,45XX DUMFRIES ST,Kensington-Cedar Cottage,494653.4654,5454564.3433
Theft from Vehicle,2022,3,19,12,0,45XX FRASER ST,Kensington-Cedar Cottage,493432.8374,5454588.9207
Theft from Vehicle,2022,1,11,8,0,45XX OAK ST,South Cambie,490713.8361,5454739.5944
Theft from Vehicle,2022,1,1,19,0,45XX WALDEN ST,Riley Park,492727.9975,5454552.8411
Theft from Vehicle,2022,3,20,19,0,45XX WINDSOR ST,Kensington-Cedar Cottage,493879.1836,5454514.0169
Theft from Vehicle,2022,2,25,11,45,46XX CAMBIE ST,Riley Park,491471.4735,5454538.452
Theft from Vehicle,2022,2,26,13,0,46XX CAMBIE ST,Riley Park,491471.4735,5454538.452
Theft from Vehicle,2022,4,4,2,55,47XX BELMONT AVE,West Point Grey,484350.2731,5457911.8699
Theft from Vehicle,2022,1,6,20,28,47XX CULLODEN ST,Kensington-Cedar Cottage,494249.4666,5454412.4936
Theft from Vehicle,2022,2,21,12,0,47XX GLADSTONE ST,Kensington-Cedar Cottage,495440.1314,5454439.8515
Theft from Vehicle,2022,1,20,0,0,47XX GOTHARD ST,Renfrew-Collingwood,496125.2957,5454413.0109
Theft from Vehicle,2022,3,21,23,0,47XX GOTHARD ST,Renfrew-Collingwood,496136.7196,5454413.8255
Theft from Vehicle,2022,1,4,23,0,47XX LITTLE ST,Kensington-Cedar Cottage,495341.6706,5454325.7435
Theft from Vehicle,2022,1,1,21,0,47XX OSLER ST,Shaughnessy,490529.548,5454489.8941
Theft from Vehicle,2022,1,31,21,0,47XX SLOCAN ST,Renfrew-Collingwood,496226.903,5454394.7192
Theft from Vehicle,2022,1,16,22,0,47XX VALLEY DR,Arbutus Ridge,489031.8052,5454525.2386
Theft from Vehicle,2022,2,22,14,0,48XX CAMBIE ST,Riley Park,491398.1095,5454383.4269
Theft from Vehicle,2022,2,25,8,30,48XX CAMBIE ST,Riley Park,491398.1095,5454383.4269
Theft from Vehicle,2022,3,28,12,29,48XX CAMBIE ST,Riley Park,491398.1095,5454383.4269
Theft from Vehicle,2022,3,10,12,0,48XX CHATHAM ST,Renfrew-Collingwood,497177.3138,5454251.9914
Theft from Vehicle,2022,1,6,16,0,48XX CULLODEN ST,Kensington-Cedar Cottage,494247.0332,5454224.1599
Theft from Vehicle,2022,1,7,2,0,48XX CULLODEN ST,Kensington-Cedar Cottage,494256.0501,5454214.2582
Theft from Vehicle,2022,3,11,0,0,48XX HEATHER ST,South Cambie,491227.8486,5454389.1902
Theft from Vehicle,2022,3,28,1,0,48XX ONTARIO ST,Riley Park,492335.7536,5454223.9478
Theft from Vehicle,2022,3,1,19,0,48XX OSLER ST,Shaughnessy,490535.4013,5454365.1384
Theft from Vehicle,2022,3,12,2,0,48XX QUEBEC ST,Riley Park,492529.6912,5454300.246
Theft from Vehicle,2022,3,2,14,30,49XX CAMBIE ST,Riley Park,491392.4205,5454250.7317
Theft from Vehicle,2022,2,19,21,0,49XX DUCHESS ST,Renfrew-Collingwood,496175.3657,5454075.3367
Theft from Vehicle,2022,2,14,10,45,49XX DUCHESS ST,Renfrew-Collingwood,496196.2262,5454089.7635
Theft from Vehicle,2022,2,18,20,0,49XX KILLARNEY ST,Renfrew-Collingwood,496906.9877,5454127.0119
Theft from Vehicle,2022,1,21,18,52,49XX MOSS ST,Renfrew-Collingwood,496753.3398,5454201.4878
Theft from Vehicle,2022,2,15,17,0,4X E 51ST AVE,Sunset,492359.5148,5452335.5247
Theft from Vehicle,2022,2,28,10,0,4XX ALEXANDER ST,Strathcona,493095.6159,5459037.7289
Theft from Vehicle,2022,4,4,18,20,4XX BEACH CRES,Central Business District,490681.1515,5457734.2157
Theft from Vehicle,2022,3,31,17,35,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615
Theft from Vehicle,2022,1,1,12,0,4XX CAMPBELL AVE,Strathcona,493837.0043,5458694.4926
Theft from Vehicle,2022,1,20,16,0,4XX E 10TH AVE,Mount Pleasant,493070.3878,5456538.1257
Theft from Vehicle,2022,1,20,17,30,4XX E 10TH AVE,Mount Pleasant,493070.3878,5456538.1257
Theft from Vehicle,2022,3,28,20,0,4XX E 23RD AVE,Riley Park,493027.278,5455277.7035
Theft from Vehicle,2022,3,19,21,0,4XX E 30TH AVE,Riley Park,493032.2394,5454526.147
Theft from Vehicle,2022,3,8,23,0,4XX E 34TH AVE,Riley Park,493006.6008,5454091.2529
